"lake","site","date","chla_mgm3_top","DRP_mgm3_bottom","DRP_mgm3_top","NH4_mgm3_bottom","NH4_mgm3_top","NNN_mgm3_bottom","NNN_mgm3_top","secchi_m","TN_mgm3_bottom","TN_mgm3_top","TP_mg_m3_bottom","TP_mgm3_top","turb_NTU_bottom","turb_NTU_top","pH_bottom","pH_top","chla_mgm3_bottom","datetime"
"Rotoehu","3",2013-07-15,9.5,0,0,2,1,3,2.5,3.1,206,218,18.5,17.5,2.4,2.6,7.4,7.7,NA,2013-07-14 12:00:00
"Rotoehu","3",2013-08-19,4.9,0,0,1,1,2,0.5,4.2,208,191,9.7,8.7,1.8,1.6,7.9,7.9,NA,2013-08-18 12:00:00
"Rotoehu","3",2013-09-18,3.4,0,0,5,5,3,4,4.6,188,175,9.7,6.7,1.6,1.6,8,8,NA,2013-09-17 12:00:00
"Rotoehu","3",2013-10-16,6.8,0,0,3,2,0.5,4,3.6,201,225,9.7,10.7,2,1.8,8,7.9,NA,2013-10-15 12:00:00
"Rotoehu","3",2013-11-19,4.1,0,0,2,5,2,2,5.2,170,180,7.7,8.7,1.4,0.7,7.1,6.9,NA,2013-11-18 12:00:00
"Rotoehu","3",2013-12-11,6.2,0,0,1,1,1,1,3.4,390,258,17.5,24.3,2.2,2,8.1,8.1,NA,2013-12-10 12:00:00
"Rotoehu","3",2014-01-14,5.8,1.8,3.6,1,5,0.5,7,2.9,214,319,16.5,24.3,2,2.8,8,8,NA,2014-01-13 12:00:00
"Rotoehu","3",2014-02-18,3,0,3.6,1,9,2,2,4.2,228,245,14.6,19.4,1.3,1.9,8,7.9,NA,2014-02-17 12:00:00
"Rotoehu","3",2014-03-18,5.3,5.5,4.6,23,15,2,1,3.3,245,285,21.4,22.4,1.9,2.1,8,8,NA,2014-03-17 12:00:00
"Rotoehu","3",2014-04-15,9.8,0.8,0.8,1,1,0.5,1,3.1,269,275,20.4,22.4,2.8,3.4,7.8,7.7,NA,2014-04-14 12:00:00
"Rotoehu","3",2014-05-20,2.8,0,0,1,1,0.5,0.5,3.6,209,216,9.7,11.6,1.5,2.1,NA,NA,NA,2014-05-19 12:00:00
"Rotoehu","3",2014-06-17,3.5,0,0,1,1,1,1,4,179,194,4.8,6.7,2,1.6,7.9,7.8,NA,2014-06-16 12:00:00
"Rotoehu","3",2014-07-22,5.6,3.6,2.7,1,NA,0.5,1,3.8,202,181,17.5,17.5,1.6,2.4,7.8,7.75,NA,2014-07-21 12:00:00
"Rotoehu","3",2014-08-19,3.5,3.6,3.6,1,1,0.5,0.5,5,171,182,16.5,18.5,1.4,1.3,7.9,7.7,NA,2014-08-18 12:00:00
"Rotoehu","3",2014-09-16,5.3,0.8,1.8,1,1,0.5,0.5,4.4,182,179,18.5,17.5,1.2,1.4,7.9,7.8,NA,2014-09-15 12:00:00
"Rotoehu","3",2014-10-20,2.4,0,0,1,2,2,2,4.9,167,208,8.7,10.7,NA,1.2,7.8,7.9,NA,2014-10-19 12:00:00
"Rotoehu","3",2014-11-18,9.1,0,0,28,22,4,7,2.8,271,240,17.5,14.6,2.4,3,7.8,8,NA,2014-11-17 12:00:00
"Rotoehu","3",2014-12-16,9.4,4.6,2.7,35,16,3,5,2.2,337,297,33.1,28.2,3.4,3.7,7.8,7.9,NA,2014-12-15 12:00:00
"Rotoehu","3",2015-01-20,14,NA,7.35,47,45,1,1,1.8,380,495,38,45.8,4.7,8,8.3,8.3,NA,2015-01-19 12:00:00
"Rotoehu","3",2015-02-17,16,16.7,9.3,127,39,5,8,1.4,423,528,40.9,48.7,5.3,6.4,7.9,8.1,NA,2015-02-16 12:00:00
"Rotoehu","3",2015-03-18,23.7,10.2,9.3,4,3,8,1,1.5,471,533,49.7,52.7,7.2,9.2,8.3,8.3,NA,2015-03-17 12:00:00
"Rotoehu","3",2015-04-14,6.7,12.1,12.1,49,41,5,5,2.6,380,393,36,34.1,2.8,2.3,7.9,7.8,NA,2015-04-13 12:00:00
"Rotoehu","3",2015-05-19,12.6,0,0,1,3,0.5,1,2.1,384,384,27.3,26.3,3,3.4,8.2,8.1,NA,2015-05-18 12:00:00
"Rotoehu","3",2015-06-16,5.9,0,0,2,4,1,1.5,2.9,284,305,17.5,19.4,3,3.2,8,7.7,NA,2015-06-15 12:00:00
"Rotoehu","3",2015-07-21,3.6,0,0,3,6,2,1,3.3,241,288,15.5,18.5,1.5,1.9,8,7.85,NA,2015-07-20 12:00:00
"Rotoehu","3",2015-08-18,5.3,0,0,4,3,0.5,0.5,3.5,252,228,16.5,13.6,1.7,1.9,8,7.8,NA,2015-08-17 12:00:00
"Rotoehu","3",2015-09-19,5.4,0,0,2,2,0.5,0.5,3.2,290,260,20.4,15.5,2,2.3,8,7.9,NA,2015-09-18 12:00:00
"Rotoehu","3",2015-10-20,2.5,0,0,4,4,1,3,4.3,238,251,13.6,13.6,1.6,1.6,8,8,NA,2015-10-19 12:00:00
"Rotoehu","3",2015-11-17,6.9,0,0,12,8,2,3,2.8,300,282,18.5,13.6,3,3.2,7.6,7.5,NA,2015-11-16 12:00:00
"Rotoehu","3",2015-12-15,12.6,2.7,0,69,8,3,3,2.7,361,330,25.3,17.5,2.2,3.2,7.8,7.8,NA,2015-12-14 12:00:00
"Rotoehu","3",2016-01-20,20.9,19.6,0.8,113,12,4,NA,1.7,364,NA,42.9,32.1,1.8,4.6,7.7,7.4,NA,2016-01-19 12:00:00
"Rotoehu","3",2016-02-16,9.3,77.6,0,392,3,4,174,3,756,493,126.9,24.3,2.3,2.7,7.6,8.8,NA,2016-02-15 12:00:00
"Rotoehu","3",2016-03-15,27.5,8.3,8.3,4,1,3,3,1.6,564,559,50.7,50.7,8.7,12,8.6,8.4,NA,2016-03-14 12:00:00
"Rotoehu","3",2016-04-18,17.3,0,0,12,15,2,6,2.3,387,443,25.3,30.2,6.9,5.6,8.2,8.1,NA,2016-04-17 12:00:00
"Rotoehu","3",2016-05-17,13,NA,0,12,12,0.5,0.5,2,384,416,23.4,26.3,5.6,5.3,7.8,7.7,NA,2016-05-16 12:00:00
"Rotoehu","3",2016-06-14,13.7,0,0,13,12,14,16,NA,343.1,397.5,18.2,22.5,3,3,7.9,7.9,NA,2016-06-13 12:00:00
"Rotoehu","3",2016-07-19,9.5,0,0,4,3,17,16,2.8,359,309,18.5,16.5,3.8,3.6,7.9,7.9,NA,2016-07-18 12:00:00
"Rotoehu","3",2016-08-16,2.6,0,0,10,4,2,1,2.6,270,290,11.6,13.6,2.9,4.4,7.8,7.7,NA,2016-08-15 12:00:00
"Rotoehu","3",2016-09-19,5.8,0,0,33,20,17,384,3,280,700,10.7,16.5,2.2,4.6,7.8,7.5,NA,2016-09-18 12:00:00
"Rotoehu","3",2016-10-18,6.6,0,0,3,4,4,3,2.7,250,260,8.7,9.7,2.7,2.4,8.1,7.7,NA,2016-10-17 12:00:00
"Rotoehu","3",2016-11-15,6.1,0,0,8,5,3,4,2.5,320,320,21.4,14.6,3.3,3.5,7.8,7.6,NA,2016-11-14 12:00:00
"Rotoehu","3",2016-12-12,10.9,0,0,14,15,2,2,2.5,440,380,33.1,23.4,4.1,4.2,8,7.8,NA,2016-12-11 12:00:00
"Rotoehu","3",2017-01-17,14.6,0,0,3,4,1,1,1.2,480,530,32.1,33.1,10,12,8.5,8.6,NA,2017-01-16 12:00:00
"Rotoehu","3",2017-02-14,26.3,3.6,0,213,1,3,36,1.4,520,680,26.3,30.2,2.4,7.9,7.6,7.8,NA,2017-02-13 12:00:00
"Rotoehu","3",2017-03-14,44.2,9.3,4.6,167,97,5,4,1.8,540,820,38,63.4,5.2,15,8,8,NA,2017-03-13 12:00:00
"Rotoehu","3",2017-04-18,9.2,0,0,135,130,33,30,2.6,410,430,19.4,21.4,3,3.4,7.8,7.7,NA,2017-04-17 12:00:00
"Rotoehu","3",2017-05-16,7.3,0.8,0.8,99,93,98,85,3,500,500,20.4,23.4,2.5,2.8,6.2,7.1,NA,2017-05-15 12:00:00
"Rotoehu","3",2017-06-20,9,0,0,22,29,131,134,3.3,440,490,15.5,22.4,1.8,1.4,7.6,7.4,NA,2017-06-19 12:00:00
"Rotoehu","3",2017-07-18,9.7,0,0,20,17,129,138.5,3.9,380,420,16.5,21.4,1.3,1.5,7.8,7.55,NA,2017-07-17 12:00:00
"Rotoehu","3",2017-08-15,18.9,0,0,4,5,97,97,2.2,370,380,17.5,18.5,2.2,2,7.8,7.7,NA,2017-08-14 12:00:00
"Rotoehu","3",2017-09-19,17,0,0,5,5,72,67,3.2,350,380,18.5,20.4,2.8,3.6,7.9,7.8,NA,2017-09-18 12:00:00
"Rotoehu","3",2017-10-17,16.7,0.8,1.8,6,5,6,3,2.6,430,400,25.3,25.3,5.1,3.9,7.9,7.7,NA,2017-10-16 12:00:00
"Rotoehu","3",2017-11-13,13.4,2.7,3.6,70,73,6,4,2.3,420,450,32.1,31.2,4.1,4.3,7.6,7.6,NA,2017-11-12 12:00:00
"Rotoehu","3",2017-12-12,5.8,80.4,2.7,430,78,13,7,2.7,680,360,110.3,30.2,1.1,2.4,7.2,7.6,NA,2017-12-11 12:00:00
"Rotoehu","3",2018-01-16,8.2,59.8,35.5,357,18,3,207,2.6,550,350,81,41.9,2.2,6,7.4,8.2,NA,2018-01-15 12:00:00
"Rotoehu","3",2018-02-21,21,62.6,25.2,321,-1,5,1,1.6,490,470,77.1,66.3,2.4,8.5,7.6,8.2,NA,2018-02-20 12:00:00
"Rotoehu","3",2018-03-20,23.3,27,27,68,44,6,6,1.6,380,530,51.7,62.4,4.5,8.3,7.7,8,NA,2018-03-19 12:00:00
"Rotoehu","3",2018-04-17,26.7,15.8,15.8,17,11,5,4,1.4,390,520,48.7,64.4,7.4,11,7.9,8,NA,2018-04-16 12:00:00
"Rotoehu","3",2018-05-15,6.2,15.8,14.9,56,53,28,30,2,290,310,39,40,3.4,4.4,7.8,7.7,NA,2018-05-14 12:00:00
"Rotoehu","3",2018-06-19,12.1,18.6,18.6,83,86,71,72,2.5,430,440,42.9,44.8,3.6,3.7,7.8,7.7,NA,2018-06-18 12:00:00
"Rotoehu","3",2018-07-17,19.8,6.4,5.5,3,4,103,103,2.2,427,430,45.8,45.8,1.53,1.92,7.9,7.88,NA,2018-07-16 12:00:00
"Rotoehu","3",2018-08-21,18.2,0.8,0.8,6,5,17,18,2.2,300,323,31.2,33.1,1.53,1.92,7.89,7.86,NA,2018-08-20 12:00:00
"Rotoehu","3",2018-09-18,13.3,3.6,2.7,14,4,3,1,2.5,249,307,21.4,30.2,1.53,1.92,7.72,7.9,NA,2018-09-17 12:00:00
"Rotoehu","3",2018-10-18,17.5,13,14,4,4,2,2,3,245,332,26,35,1.53,1.92,7.86,7.98,NA,2018-10-17 12:00:00
"Rotoehu","3",2018-11-20,10.8,56,17,4,2,0,1,2.3,202,342,81,47,1.53,1.92,7.24,8.47,NA,2018-11-19 12:00:00
"Rotoehu","3",2018-12-13,17.3,31,59,32,36,1,1,2,409,263,50,67,1.53,1.92,7.44,8.5,NA,2018-12-12 12:00:00
"Rotoehu","3",2019-01-15,96.4,159.8,11,551,6,5.5,3.19,0.9,778,1230,187,74,1.53,1.92,7.34,9.18,NA,2019-01-14 12:00:00
"Rotoehu","3",2019-02-19,61.4,104,13,634,38,3.49,5.74,1.3,1070,1350,128,98,1.53,1.92,7.67,8.77,NA,2019-02-18 12:00:00
"Rotoehu","3",2019-03-21,28.8,NA,12.9,NA,18.8,NA,1.9,NA,NA,794.5,40,55,NA,1.92,NA,8.86,NA,2019-03-20 12:00:00
"Rotoehu","3",2019-04-15,40,13.5,14.2,12.2,10.9,1.1,0.494,1,811.2,778.4,65,60,1.53,1.92,8.13,8.07,NA,2019-04-14 12:00:00
"Rotoehu","3",2019-05-14,15.9,35,40,264,272.1,22.2,19.5,1.5,791.7,830.5,55,59,1.53,1.92,7.63,7.63,NA,2019-05-13 12:00:00
"Rotoehu","3",2019-06-18,29.2,16,16,144,147,80,78,1.5,769,842,48,57,1.53,1.92,7.86,7.91,NA,2019-06-17 12:00:00
"Rotoehu","3",2019-07-16,30.5,0,0,8,5,162,157,1.55,782,811,49.7,48.7,12.6,7.64,7.87,7.86,NA,2019-07-15 12:00:00
"Rotoehu","3",2019-09-18,5.6,0,0,0,2,2,3,1.25,489,537,31.2,35.1,7.87,8.12,8.53,8.53,NA,2019-09-17 12:00:00
"Rotoehu","3",2019-11-19,5.1,3,3,0,3,0,0,2.65,331,339,26,21,2.82,2.54,7.89,8,NA,2019-11-18 12:00:00
"Rotoehu","3",2019-12-10,5,4,2,164,8,2,1,3.05,565,344,31,21,2.87,2.57,7.46,8.02,NA,2019-12-09 12:00:00
"Rotoehu","3",2020-01-21,4.3,2,2,7,6,5,2,3.4,288,277,18,17,2.39,2.66,8.05,8.29,NA,2020-01-20 12:00:00
"Rotoehu","3",2020-02-18,11.4,2.6,2.2,55.3,1.1,2,4,3.35,317.1,354.1,19.1,22,1.86,3.43,7.42,8.49,NA,2020-02-17 12:00:00
"Rotoehu","3",2020-03-20,9.7,1.8,2.1,NA,NA,NA,NA,3.175,273.55,317.05,17.55,20,NA,NA,NA,NA,NA,2020-03-19 12:00:00
"Rotoehu","3",2020-04-20,9.7,1.8,2.1,NA,NA,NA,NA,3.175,273.55,317.05,17.55,20,NA,NA,NA,NA,NA,2020-04-19 12:00:00
"Rotoehu","3",2020-05-20,9.7,1.8,2.1,NA,NA,NA,NA,3.175,273.55,317.05,17.55,20,NA,NA,NA,NA,NA,2020-05-19 12:00:00
"Rotoehu","3",2020-06-16,8,1,2,4,1,4,2,3,230,280,16,18,2.2,2.47,7.8,8.02,NA,2020-06-15 12:00:00
"Rotoehu","3",2020-07-22,11.5,2.2,3.2,29.9,22.3,11.6,14.15,3.15,265.9,295.2,14.4,17.3,2.41,2.82,7.99,7.85,NA,2020-07-21 12:00:00
"Rotoehu","3",2020-08-19,11.7,1.6,1.6,3.3,5.7,22.2,17.9,2.6,314.2,362.8,17.9,21,2.96,3.36,7.93,8.03,NA,2020-08-18 12:00:00
"Rotoehu","3",2020-09-17,10.2,2.4,3,2.4,1.8,1.5,1.3,2.25,280.1,307.7,26.5,24.5,4.17,3.7,7.99,8.02,NA,2020-09-16 12:00:00
"Rotoehu","3",2020-10-13,9.9,2,3,5,5,4,1,3.55,292,290,26,27,2.22,0.992,8.12,8.12,NA,2020-10-12 12:00:00
"Rotoehu","3",2020-11-17,7.2,50,4,173,5,4,5,NA,522,334,116,24,5.89,2.89,7.46,8.26,NA,2020-11-16 12:00:00
"Rotoehu","3",2020-12-15,NA,24,NA,89,NA,2,NA,NA,335,NA,52,NA,2.41,NA,7.55,NA,NA,2020-12-14 12:00:00
"Rotoehu","3",2020-12-16,6.8,NA,2,NA,4,NA,2,2.6,NA,315,NA,27,NA,2.25,NA,8.76,NA,2020-12-15 12:00:00
"Rotoehu","3",2021-01-19,4.8,68,6,86,2,0,0,3.7,400,289,110,32,0.974,0.982,7.41,8.53,NA,2021-01-18 12:00:00
"Rotoehu","3",2021-02-17,9.5,7,8,35,32,6,6,2.55,322,309,32,28,3.7,3.73,8.09,8.13,NA,2021-02-16 12:00:00
"Rotoehu","3",2021-03-16,10.7,5,2,54,16,3,3,1.8,292,450,20,34,2.22,5.46,7.96,8.38,NA,2021-03-15 12:00:00
"Rotoehu","3",2021-04-22,8.9,3.2,3.3,6.4,3.6,1.8,3.5,5,269,293.2,19.6,24.4,1.85,2.93,8.04,8.1,NA,2021-04-21 12:00:00
"Rotoehu","3",2021-05-18,10,2.4,2.5,1,2.9,2.3,2.1,2.6,295,297.5,21.7,22,4.38,4.01,8.1,8.12,NA,2021-05-17 12:00:00
"Rotoehu","3",2021-06-15,6.7,1,2.4,4.8,8.4,2.8,3.3,2.8,247.1,334.4,15.4,25.9,2.27,5.12,8.06,8.02,NA,2021-06-14 12:00:00
