"Site","Time","LocationName","analyte","Value","Discharge"
"JL350292",1992-06-17 14:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.045,47.77512687
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.39,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.39,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.46,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.46,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.023,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.023,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041,62.89300205
"JL350292",1992-07-15 16:30:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041,62.89300205
"JL350292",1992-07-29 11:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.044,46.98809138
"JL350292",1992-07-29 11:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.044,46.98809138
"JL350292",1992-07-29 11:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.057999998,46.98809138
"JL350292",1992-07-29 11:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.057999998,46.98809138
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.053,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.053,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.375,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.375,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.46,121.600652
"JL350292",1992-08-12 15:55:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.46,121.600652
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.405,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.405,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.042,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.042,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.45,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.45,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.021,61.57491449
"JL350292",1992-09-16 14:44:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.021,61.57491449
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.44,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.44,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.02,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.02,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.046,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.046,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.36,95.26179482
"JL350292",1992-10-14 13:52:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.36,95.26179482
"JL350292",1992-11-05 10:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,68.92115991
"JL350292",1992-11-05 10:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,68.92115991
"JL350292",1992-11-05 10:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026000001,68.92115991
"JL350292",1992-11-05 10:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026000001,68.92115991
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.255,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.255,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.05,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.05,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,58.04594062
"JL350292",1992-11-12 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,58.04594062
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.042,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.042,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.26,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.26,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.012,83.16130176
"JL350292",1992-12-09 14:25:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.012,83.16130176
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.21,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.21,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.33,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.33,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.03,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.03,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,45.36274744
"JL350292",1993-01-13 14:10:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,45.36274744
"JL350292",1993-01-20 11:32:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.023,47.40780246
"JL350292",1993-01-20 11:32:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.023,47.40780246
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.082,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.082,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.3,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.3,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,43.84591897
"JL350292",1993-02-17 14:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,43.84591897
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.3,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.3,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.105,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.105,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.033,44.41975874
"JL350292",1993-03-16 14:15:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.033,44.41975874
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.007,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.007,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.22,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.22,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.35,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.35,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043,45.88684382
"JL350292",1993-04-14 14:25:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043,45.88684382
"JL350292",1993-04-28 11:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.024,39.50723692
"JL350292",1993-04-28 11:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.024,39.50723692
"JL350292",1993-04-28 11:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043000001,39.50723692
"JL350292",1993-04-28 11:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043000001,39.50723692
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.35,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.35,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.42,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.42,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.046,39.03766414
"JL350292",1993-05-12 14:07:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.046,39.03766414
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.33,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.33,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.031,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.031,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.053,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.053,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.45,146.0086401
"JL350292",1993-06-15 15:40:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.45,146.0086401
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.54,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.54,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.043,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,53.62870059
"JL350292",1993-07-15 14:35:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,53.62870059
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.04,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.48,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.04,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.028,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.48,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.028,50.94665476
"JL350292",1993-08-11 15:05:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,50.94665476
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.032000002,44.63145351
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.032000002,44.63145351
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,44.63145351
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.41,44.63145351
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041000001,44.63145351
"JL350292",1993-08-19 12:05:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041000001,44.63145351
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.33,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.33,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.255,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.255,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.017,43.33389451
"JL350292",1993-09-15 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.017,43.33389451
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.205,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.205,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.36,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.016,42.29643062
"JL350292",1993-10-14 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.016,42.29643062
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.2,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.2,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.006,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.006,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.09,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.09,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.024,38.92790662
"JL350292",1993-11-17 14:00:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.024,38.92790662
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.22,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.005,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.014,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.014,41.7136835
"JL350292",1993-12-15 13:48:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.22,41.7136835
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.013,42.84105345
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.013,42.84105345
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,42.84105345
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,42.84105345
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.088,42.84105345
"JL350292",1994-01-13 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.088,42.84105345
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.03,35.49888412
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.03,35.49888412
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.008,35.49888412
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.008,35.49888412
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.047,35.49888412
"JL350292",1994-02-16 15:00:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.047,35.49888412
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.097,45.13867364
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.097,45.13867364
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.044,45.13867364
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.044,45.13867364
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,45.13867364
"JL350292",1994-03-16 14:55:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.009,45.13867364
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,31.69825773
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.034,31.69825773
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.132,31.69825773
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.132,31.69825773
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.015,31.69825773
"JL350292",1994-04-13 14:30:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.015,31.69825773
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.16,40.20128346
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.16,40.20128346
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.016,40.20128346
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.016,40.20128346
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.032,40.20128346
"JL350292",1994-05-11 15:15:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.032,40.20128346
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.032,48.09945062
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.032,48.09945062
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.071,48.09945062
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.071,48.09945062
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.306,48.09945062
"JL350292",1994-06-15 14:20:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.306,48.09945062
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.329,46.1408974
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.329,46.1408974
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,46.1408974
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,46.1408974
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.028,46.1408974
"JL350292",1994-07-13 14:40:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.028,46.1408974
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.04,93.68157712
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.04,93.68157712
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.395,93.68157712
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.395,93.68157712
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026,93.68157712
"JL350292",1994-08-17 14:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026,93.68157712
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.4,47.34306089
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.4,47.34306089
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.021,47.34306089
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.021,47.34306089
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,47.34306089
"JL350292",1994-09-14 15:42:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.037,47.34306089
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,98.78208558
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.027,98.78208558
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,98.78208558
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.036,98.78208558
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.349,98.78208558
"JL350292",1994-10-12 14:32:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.349,98.78208558
"JL350292",1994-11-15,"Rangitaiki at Te Teko","TP (g/m^3)",0.056000002,119.4766603
"JL350292",1994-11-15,"Rangitaiki at Te Teko","TP (g/m^3)",0.056000002,119.4766603
"JL350292",1994-11-15,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026000001,119.4766603
"JL350292",1994-11-15,"Rangitaiki at Te Teko","DRP (g/m^3)",0.026000001,119.4766603
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.025,122.3743185
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.025,122.3743185
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.313,122.3743185
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.313,122.3743185
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.047,122.3743185
"JL350292",1994-11-17 13:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.047,122.3743185
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.003,46.9232001
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.029,46.9232001
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.029,46.9232001
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.214,46.9232001
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.214,46.9232001
"JL350292",1994-12-14 15:45:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.003,46.9232001
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.029,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.029,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.006,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.006,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.29,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.29,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.199,124.2149395
"JL350292",1995-01-11 13:50:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.199,124.2149395
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.192,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","NNN (g/m^3)",0.192,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.34,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","TN (g/m^3)",0.34,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","TP (g/m^3)",0.041,54.33051274
"JL350292",1995-02-15 13:10:00,"Rangitaiki at Te Teko","DRP (g/m^3)",0.007,54.33051274
