"Site","Time","LocationName","analyte","Value","Discharge"
"FC231176",1999-07-07 12:23:00,"Rangitaiki at SH5","NNN (g/m^3)",1.23,NA
"FC231176",1999-07-07 12:23:00,"Rangitaiki at SH5","TP (g/m^3)",0.016000001,NA
"FC231176",1999-07-07 12:23:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017000001,NA
"FC231176",1999-10-06 11:11:00,"Rangitaiki at SH5","NNN (g/m^3)",0.79000002,NA
"FC231176",1999-10-06 11:11:00,"Rangitaiki at SH5","TP (g/m^3)",0.021,NA
"FC231176",1999-10-06 11:11:00,"Rangitaiki at SH5","DRP (g/m^3)",0.014,NA
"FC231176",2000-01-13 11:20:00,"Rangitaiki at SH5","NNN (g/m^3)",0.70999998,NA
"FC231176",2000-01-13 11:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.018999999,NA
"FC231176",2000-01-13 11:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,NA
"FC231176",2000-07-11 13:20:00,"Rangitaiki at SH5","NNN (g/m^3)",0.61000001,NA
"FC231176",2000-07-11 13:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.024,NA
"FC231176",2000-07-11 13:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.016000001,NA
"FC231176",2000-10-11 11:24:00,"Rangitaiki at SH5","NNN (g/m^3)",0.77999997,NA
"FC231176",2000-10-11 11:24:00,"Rangitaiki at SH5","TP (g/m^3)",0.021,NA
"FC231176",2000-10-11 11:24:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017000001,NA
"FC231176",2001-01-16 12:16:00,"Rangitaiki at SH5","NNN (g/m^3)",0.73400003,NA
"FC231176",2001-01-16 12:16:00,"Rangitaiki at SH5","TP (g/m^3)",0.017999999,NA
"FC231176",2001-01-16 12:16:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0089999996,NA
"FC231176",2001-04-23 13:05:00,"Rangitaiki at SH5","NNN (g/m^3)",0.61400002,NA
"FC231176",2001-04-23 13:05:00,"Rangitaiki at SH5","TP (g/m^3)",0.018999999,NA
"FC231176",2001-04-23 13:05:00,"Rangitaiki at SH5","DRP (g/m^3)",0.024,NA
"FC231176",2004-07-12 08:15:00,"Rangitaiki at SH5","NNN (g/m^3)",1.39,NA
"FC231176",2004-07-12 08:15:00,"Rangitaiki at SH5","TP (g/m^3)",0.028999999,NA
"FC231176",2004-07-12 08:15:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017000001,NA
"FC231176",2004-08-10 12:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.4,NA
"FC231176",2004-08-10 12:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.034000002,NA
"FC231176",2004-08-10 12:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0099999998,NA
"FC231176",2004-09-06 13:15:00,"Rangitaiki at SH5","NNN (g/m^3)",1.52,NA
"FC231176",2004-09-06 13:15:00,"Rangitaiki at SH5","TP (g/m^3)",0.022,NA
"FC231176",2004-09-06 13:15:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017999999,NA
"FC231176",2004-10-13 10:39:00,"Rangitaiki at SH5","NNN (g/m^3)",1.96,4.502
"FC231176",2004-10-13 10:39:00,"Rangitaiki at SH5","TP (g/m^3)",0.022,4.502
"FC231176",2004-10-13 10:39:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0089999996,4.502
"FC231176",2004-11-09 09:45:00,"Rangitaiki at SH5","NNN (g/m^3)",1.52,NA
"FC231176",2004-11-09 09:45:00,"Rangitaiki at SH5","TP (g/m^3)",0.029999999,NA
"FC231176",2004-11-09 09:45:00,"Rangitaiki at SH5","DRP (g/m^3)",0.037999999,NA
"FC231176",2004-12-06 10:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.4400001,NA
"FC231176",2004-12-06 10:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.029999999,NA
"FC231176",2004-12-06 10:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.021,NA
"FC231176",2005-01-26 09:35:00,"Rangitaiki at SH5","NNN (g/m^3)",1.28,NA
"FC231176",2005-01-26 09:35:00,"Rangitaiki at SH5","TP (g/m^3)",0.093000002,NA
"FC231176",2005-01-26 09:35:00,"Rangitaiki at SH5","DRP (g/m^3)",0.035,NA
"FC231176",2005-02-09 10:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.5,NA
"FC231176",2005-02-09 10:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.023,NA
"FC231176",2005-02-09 10:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.028999999,NA
"FC231176",2005-03-30 10:55:00,"Rangitaiki at SH5","NNN (g/m^3)",1.26,NA
"FC231176",2005-03-30 10:55:00,"Rangitaiki at SH5","TP (g/m^3)",0.024,NA
"FC231176",2005-03-30 10:55:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,NA
"FC231176",2005-04-18 11:35:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017999999,2.022
"FC231176",2005-04-18 11:35:00,"Rangitaiki at SH5","TP (g/m^3)",0.017999999,2.022
"FC231176",2005-04-18 11:35:00,"Rangitaiki at SH5","NNN (g/m^3)",1.26,2.022
"FC231176",2005-05-11 11:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.02,1.863
"FC231176",2005-05-11 11:30:00,"Rangitaiki at SH5","NNN (g/m^3)",1.2,1.863
"FC231176",2005-05-11 11:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.021,1.863
"FC231176",2005-06-15 10:50:00,"Rangitaiki at SH5","TP (g/m^3)",0.022,1.782
"FC231176",2005-06-15 10:50:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,1.782
"FC231176",2005-06-15 10:50:00,"Rangitaiki at SH5","NNN (g/m^3)",1.15,1.782
"FC231176",2010-01-20 11:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.12,NA
"FC231176",2010-01-20 11:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.08,NA
"FC231176",2010-01-20 11:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.021,NA
"FC231176",2010-01-20 11:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0070000002,NA
"FC231176",2010-04-21 12:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.0599999,NA
"FC231176",2010-04-21 12:25:00,"Rangitaiki at SH5","NNN (g/m^3)",0.89899999,NA
"FC231176",2010-04-21 12:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.189,NA
"FC231176",2010-04-21 12:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0060000001,NA
"FC231176",2010-07-06 11:50:00,"Rangitaiki at SH5","TP (g/m^3)",0.017999999,3.242
"FC231176",2010-07-06 11:50:00,"Rangitaiki at SH5","NNN (g/m^3)",1,3.242
"FC231176",2010-07-06 11:50:00,"Rangitaiki at SH5","TN (g/m^3)",1.09,3.242
"FC231176",2010-07-06 11:50:00,"Rangitaiki at SH5","DRP (g/m^3)",0.0060000001,3.242
"FC231176",2010-10-29 11:10:00,"Rangitaiki at SH5","TN (g/m^3)",1.3099999,NA
"FC231176",2010-10-29 11:10:00,"Rangitaiki at SH5","NNN (g/m^3)",1.37,NA
"FC231176",2010-10-29 11:10:00,"Rangitaiki at SH5","TP (g/m^3)",0.026000001,NA
"FC231176",2010-10-29 11:10:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,NA
"FC231176",2011-01-26 12:30:00,"Rangitaiki at SH5","TN (g/m^3)",0.92400002,NA
"FC231176",2011-01-26 12:30:00,"Rangitaiki at SH5","NNN (g/m^3)",0.73500001,NA
"FC231176",2011-01-26 12:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.039000001,NA
"FC231176",2011-01-26 12:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.016000001,NA
"FC231176",2011-04-11 11:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.244,NA
"FC231176",2011-04-11 11:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.29,NA
"FC231176",2011-04-11 11:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.039000001,NA
"FC231176",2011-04-11 11:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.016000001,NA
"FC231176",2011-07-18 12:40:00,"Rangitaiki at SH5","TN (g/m^3)",1.4299999,NA
"FC231176",2011-07-18 12:40:00,"Rangitaiki at SH5","NNN (g/m^3)",1.42,NA
"FC231176",2011-07-18 12:40:00,"Rangitaiki at SH5","TP (g/m^3)",0.037999999,NA
"FC231176",2011-07-18 12:40:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017999999,NA
"FC231176",2011-10-27 11:56:00,"Rangitaiki at SH5","TN (g/m^3)",1.33,NA
"FC231176",2011-10-27 11:56:00,"Rangitaiki at SH5","NNN (g/m^3)",1.22,NA
"FC231176",2011-10-27 11:56:00,"Rangitaiki at SH5","TP (g/m^3)",0.029999999,NA
"FC231176",2011-10-27 11:56:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,NA
"FC231176",2012-01-23 11:58:00,"Rangitaiki at SH5","TN (g/m^3)",1.22,3.1
"FC231176",2012-01-23 11:58:00,"Rangitaiki at SH5","TP (g/m^3)",0.037,3.1
"FC231176",2012-01-23 11:58:00,"Rangitaiki at SH5","NNN (g/m^3)",1.11,3.1
"FC231176",2012-01-23 11:58:00,"Rangitaiki at SH5","DRP (g/m^3)",0.011,3.1
"FC231176",2012-04-10 12:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.03,2.359
"FC231176",2012-04-10 12:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.048,2.359
"FC231176",2012-04-10 12:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,2.359
"FC231176",2012-04-10 12:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.1,2.359
"FC231176",2012-07-10 13:35:00,"Rangitaiki at SH5","TN (g/m^3)",1.25,NA
"FC231176",2012-07-10 13:35:00,"Rangitaiki at SH5","NNN (g/m^3)",1.12,NA
"FC231176",2012-07-10 13:35:00,"Rangitaiki at SH5","TP (g/m^3)",0.034000002,NA
"FC231176",2012-07-10 13:35:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,NA
"FC231176",2012-10-10 11:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.45,NA
"FC231176",2012-10-10 11:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.33,NA
"FC231176",2012-10-10 11:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.030999999,NA
"FC231176",2012-10-10 11:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,NA
"FC231176",2013-01-22 12:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.22,1.959
"FC231176",2013-01-22 12:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.3099999,1.959
"FC231176",2013-01-22 12:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.035999998,1.959
"FC231176",2013-01-22 12:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,1.959
"FC231176",2013-04-18 11:55:00,"Rangitaiki at SH5","TN (g/m^3)",0.98799998,NA
"FC231176",2013-04-18 11:55:00,"Rangitaiki at SH5","NNN (g/m^3)",0.90600002,NA
"FC231176",2013-04-18 11:55:00,"Rangitaiki at SH5","TP (g/m^3)",0.034000002,NA
"FC231176",2013-04-18 11:55:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017999999,NA
"FC231176",2013-07-09 12:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.01,NA
"FC231176",2013-07-09 12:25:00,"Rangitaiki at SH5","NNN (g/m^3)",0.92199999,NA
"FC231176",2013-07-09 12:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.021,NA
"FC231176",2013-07-09 12:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,NA
"FC231176",2013-10-02 12:35:00,"Rangitaiki at SH5","TN (g/m^3)",1.01,NA
"FC231176",2013-10-02 12:35:00,"Rangitaiki at SH5","NNN (g/m^3)",0.85699999,NA
"FC231176",2013-10-02 12:35:00,"Rangitaiki at SH5","TP (g/m^3)",0.039000001,NA
"FC231176",2013-10-02 12:35:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,NA
"FC231176",2014-01-15 11:40:00,"Rangitaiki at SH5","TN (g/m^3)",1.14,NA
"FC231176",2014-01-15 11:40:00,"Rangitaiki at SH5","NNN (g/m^3)",0.97100002,NA
"FC231176",2014-01-15 11:40:00,"Rangitaiki at SH5","TP (g/m^3)",0.030999999,NA
"FC231176",2014-01-15 11:40:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,NA
"FC231176",2014-04-14 10:30:00,"Rangitaiki at SH5","NNN (g/m^3)",0.76099998,1.609
"FC231176",2014-04-14 10:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,1.609
"FC231176",2014-04-14 10:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.026000001,1.609
"FC231176",2014-04-14 10:30:00,"Rangitaiki at SH5","TN (g/m^3)",0.78299999,1.609
"FC231176",2014-07-28 11:50:00,"Rangitaiki at SH5","TN (g/m^3)",0.93800002,NA
"FC231176",2014-07-28 11:50:00,"Rangitaiki at SH5","NNN (g/m^3)",0.81099999,NA
"FC231176",2014-07-28 11:50:00,"Rangitaiki at SH5","TP (g/m^3)",0.064000003,NA
"FC231176",2014-07-28 11:50:00,"Rangitaiki at SH5","DRP (g/m^3)",0.027000001,NA
"FC231176",2014-10-20 10:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017999999,2.52583333333333
"FC231176",2014-10-20 10:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.1,2.52583333333333
"FC231176",2014-10-20 10:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.1799999,2.52583333333333
"FC231176",2014-10-20 10:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.045000002,2.52583333333333
"FC231176",2015-01-21 11:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.24,1.91266666666667
"FC231176",2015-01-21 11:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.04,1.91266666666667
"FC231176",2015-01-21 11:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.022,1.91266666666667
"FC231176",2015-01-21 11:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.037999999,1.91266666666667
"FC231176",2015-04-22 11:40:00,"Rangitaiki at SH5","TP (g/m^3)",0.033,1.37625
"FC231176",2015-04-22 11:40:00,"Rangitaiki at SH5","NNN (g/m^3)",0.98100001,1.37625
"FC231176",2015-04-22 11:40:00,"Rangitaiki at SH5","TN (g/m^3)",1.022,1.37625
"FC231176",2015-04-22 11:40:00,"Rangitaiki at SH5","DRP (g/m^3)",0.018999999,1.37625
"FC231176",2015-07-06 11:55:00,"Rangitaiki at SH5","TN (g/m^3)",1.416,2.31172871043547
"FC231176",2015-07-06 11:55:00,"Rangitaiki at SH5","DRP (g/m^3)",0.018,2.31172871043547
"FC231176",2015-07-06 11:55:00,"Rangitaiki at SH5","NNN (g/m^3)",1.327,2.31172871043547
"FC231176",2015-07-06 11:55:00,"Rangitaiki at SH5","TP (g/m^3)",0.045,2.31172871043547
"FC231176",2015-08-03 11:50:00,"Rangitaiki at SH5","TP (g/m^3)",0.04,2.71813
"FC231176",2015-08-03 11:50:00,"Rangitaiki at SH5","TN (g/m^3)",1.664,2.71813
"FC231176",2015-08-03 11:50:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,2.71813
"FC231176",2015-08-03 11:50:00,"Rangitaiki at SH5","NNN (g/m^3)",1.591,2.71813
"FC231176",2015-09-02,"Rangitaiki at SH5","NNN (g/m^3)",2.364,4.3177677198302
"FC231176",2015-09-02,"Rangitaiki at SH5","TP (g/m^3)",0.053,4.3177677198302
"FC231176",2015-09-02,"Rangitaiki at SH5","TN (g/m^3)",2.423,4.3177677198302
"FC231176",2015-09-02,"Rangitaiki at SH5","DRP (g/m^3)",0.031,4.3177677198302
"FC231176",2015-10-06 09:48:00,"Rangitaiki at SH5","TP (g/m^3)",0.048,3.74416387460796
"FC231176",2015-10-06 09:48:00,"Rangitaiki at SH5","TN (g/m^3)",1.939,3.74416387460796
"FC231176",2015-10-06 09:48:00,"Rangitaiki at SH5","NNN (g/m^3)",1.904,3.74416387460796
"FC231176",2015-10-06 09:48:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,3.74416387460796
"FC231176",2015-11-19 13:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.742,2.883
"FC231176",2015-11-19 13:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.616,2.883
"FC231176",2015-11-19 13:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,2.883
"FC231176",2015-11-19 13:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.046,2.883
"FC231176",2015-12-03 11:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.679,2.61175
"FC231176",2015-12-03 11:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.011,2.61175
"FC231176",2015-12-03 11:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.044,2.61175
"FC231176",2015-12-03 11:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.7,2.61175
"FC231176",2016-01-25 12:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.044,2.07345534874335
"FC231176",2016-01-25 12:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,2.07345534874335
"FC231176",2016-01-25 12:30:00,"Rangitaiki at SH5","TN (g/m^3)",1.448,2.07345534874335
"FC231176",2016-01-25 12:30:00,"Rangitaiki at SH5","NNN (g/m^3)",1.361,2.07345534874335
"FC231176",2016-02-10,"Rangitaiki at SH5","TP (g/m^3)",0.032,2.00739806836084
"FC231176",2016-02-10,"Rangitaiki at SH5","DRP (g/m^3)",0.022,2.00739806836084
"FC231176",2016-02-10,"Rangitaiki at SH5","TN (g/m^3)",1.499,2.00739806836084
"FC231176",2016-02-10,"Rangitaiki at SH5","NNN (g/m^3)",1.465,2.00739806836084
"FC231176",2016-03-14,"Rangitaiki at SH5","TP (g/m^3)",0.036,1.70539994893022
"FC231176",2016-03-14,"Rangitaiki at SH5","DRP (g/m^3)",0.018,1.70539994893022
"FC231176",2016-03-14,"Rangitaiki at SH5","TN (g/m^3)",1.367,1.70539994893022
"FC231176",2016-03-14,"Rangitaiki at SH5","NNN (g/m^3)",1.343,1.70539994893022
"FC231176",2016-04-11 11:45:00,"Rangitaiki at SH5","TP (g/m^3)",0.041,1.603
"FC231176",2016-04-11 11:45:00,"Rangitaiki at SH5","NNN (g/m^3)",1.158,1.603
"FC231176",2016-04-11 11:45:00,"Rangitaiki at SH5","DRP (g/m^3)",0.028,1.603
"FC231176",2016-04-11 11:45:00,"Rangitaiki at SH5","TN (g/m^3)",1.25,1.603
"FC231176",2016-05-10 11:30:00,"Rangitaiki at SH5","TN (g/m^3)",1.295,1.5455
"FC231176",2016-05-10 11:30:00,"Rangitaiki at SH5","NNN (g/m^3)",1.219,1.5455
"FC231176",2016-05-10 11:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.037,1.5455
"FC231176",2016-05-10 11:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,1.5455
"FC231176",2016-06-08 11:10:00,"Rangitaiki at SH5","TN (g/m^3)",1.153,1.52667902726298
"FC231176",2016-06-08 11:10:00,"Rangitaiki at SH5","DRP (g/m^3)",0.014,1.52667902726298
"FC231176",2016-06-08 11:10:00,"Rangitaiki at SH5","NNN (g/m^3)",1.011,1.52667902726298
"FC231176",2016-06-08 11:10:00,"Rangitaiki at SH5","TP (g/m^3)",0.03247,1.52667902726298
"FC231176",2016-07-12 11:10:00,"Rangitaiki at SH5","TP (g/m^3)",0.044,2.89738484171779
"FC231176",2016-07-12 11:10:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,2.89738484171779
"FC231176",2016-07-12 11:10:00,"Rangitaiki at SH5","NNN (g/m^3)",1.191,2.89738484171779
"FC231176",2016-07-12 11:10:00,"Rangitaiki at SH5","TN (g/m^3)",1.327,2.89738484171779
"FC231176",2016-08-02 12:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.399,4.17520852765358
"FC231176",2016-08-02 12:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.346,4.17520852765358
"FC231176",2016-08-02 12:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.049,4.17520852765358
"FC231176",2016-08-02 12:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,4.17520852765358
"FC231176",2016-09-12 11:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,4.50592
"FC231176",2016-09-12 11:30:00,"Rangitaiki at SH5","NNN (g/m^3)",2.274,4.50592
"FC231176",2016-09-12 11:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.025,4.50592
"FC231176",2016-09-12 11:30:00,"Rangitaiki at SH5","TN (g/m^3)",2.358,4.50592
"FC231176",2016-10-10,"Rangitaiki at SH5","DRP (g/m^3)",0.011,5.39355349281858
"FC231176",2016-10-10,"Rangitaiki at SH5","TN (g/m^3)",1.977,5.39355349281858
"FC231176",2016-10-10,"Rangitaiki at SH5","NNN (g/m^3)",1.981,5.39355349281858
"FC231176",2016-10-10,"Rangitaiki at SH5","TP (g/m^3)",0.029,5.39355349281858
"FC231176",2016-11-22 11:05:00,"Rangitaiki at SH5","TN (g/m^3)",1.84,4.27443
"FC231176",2016-11-22 11:05:00,"Rangitaiki at SH5","TP (g/m^3)",0.041,4.27443
"FC231176",2016-11-22 11:05:00,"Rangitaiki at SH5","NNN (g/m^3)",1.724,4.27443
"FC231176",2016-11-22 11:05:00,"Rangitaiki at SH5","DRP (g/m^3)",0.009,4.27443
"FC231176",2016-12-07 11:55:00,"Rangitaiki at SH5","TN (g/m^3)",1.821,3.89441518478125
"FC231176",2016-12-07 11:55:00,"Rangitaiki at SH5","NNN (g/m^3)",1.779,3.89441518478125
"FC231176",2016-12-07 11:55:00,"Rangitaiki at SH5","TP (g/m^3)",0.034,3.89441518478125
"FC231176",2016-12-07 11:55:00,"Rangitaiki at SH5","DRP (g/m^3)",0.01,3.89441518478125
"FC231176",2017-01-17 10:00:00,"Rangitaiki at SH5","TN (g/m^3)",1.768,3.09366703991591
"FC231176",2017-01-17 10:00:00,"Rangitaiki at SH5","DRP (g/m^3)",0.02,3.09366703991591
"FC231176",2017-01-17 10:00:00,"Rangitaiki at SH5","NNN (g/m^3)",1.723,3.09366703991591
"FC231176",2017-01-17 10:00:00,"Rangitaiki at SH5","TP (g/m^3)",0.047,3.09366703991591
"FC231176",2017-02-15 11:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.648,2.50118
"FC231176",2017-02-15 11:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.01915,2.50118
"FC231176",2017-02-15 11:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.644,2.50118
"FC231176",2017-02-15 11:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.048,2.50118
"FC231176",2017-03-02 11:45:00,"Rangitaiki at SH5","DRP (g/m^3)",0.015,4.403
"FC231176",2017-03-02 11:45:00,"Rangitaiki at SH5","TN (g/m^3)",1.539,4.403
"FC231176",2017-03-02 11:45:00,"Rangitaiki at SH5","NNN (g/m^3)",1.515,4.403
"FC231176",2017-03-02 11:45:00,"Rangitaiki at SH5","TP (g/m^3)",0.043,4.403
"FC231176",2017-04-10 13:30:00,"Rangitaiki at SH5","NNN (g/m^3)",1.479,6.45256756439314
"FC231176",2017-04-10 13:30:00,"Rangitaiki at SH5","TN (g/m^3)",1.559,6.45256756439314
"FC231176",2017-04-10 13:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.039,6.45256756439314
"FC231176",2017-04-10 13:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.011,6.45256756439314
"FC231176",2017-05-04,"Rangitaiki at SH5","TP (g/m^3)",0.038,5.6060542835142
"FC231176",2017-05-04,"Rangitaiki at SH5","DRP (g/m^3)",0.016,5.6060542835142
"FC231176",2017-05-04,"Rangitaiki at SH5","TN (g/m^3)",1.896,5.6060542835142
"FC231176",2017-05-04,"Rangitaiki at SH5","NNN (g/m^3)",1.778,5.6060542835142
"FC231176",2017-06-14 11:10:00,"Rangitaiki at SH5","TN (g/m^3)",1.882,5.48900476474892
"FC231176",2017-06-14 11:10:00,"Rangitaiki at SH5","NNN (g/m^3)",1.809,5.48900476474892
"FC231176",2017-06-14 11:10:00,"Rangitaiki at SH5","TP (g/m^3)",0.033,5.48900476474892
"FC231176",2017-06-14 11:10:00,"Rangitaiki at SH5","DRP (g/m^3)",0.01,5.48900476474892
"FC231176",2017-07-13 12:05:00,"Rangitaiki at SH5","TN (g/m^3)",1.739,4.61252
"FC231176",2017-07-13 12:05:00,"Rangitaiki at SH5","DRP (g/m^3)",0.017,4.61252
"FC231176",2017-07-13 12:05:00,"Rangitaiki at SH5","NNN (g/m^3)",1.729,4.61252
"FC231176",2017-07-13 12:05:00,"Rangitaiki at SH5","TP (g/m^3)",0.031,4.61252
"FC231176",2017-08-14 12:10:00,"Rangitaiki at SH5","TP (g/m^3)",0.046,6.85672520856346
"FC231176",2017-08-14 12:10:00,"Rangitaiki at SH5","DRP (g/m^3)",0.01,6.85672520856346
"FC231176",2017-08-14 12:10:00,"Rangitaiki at SH5","TN (g/m^3)",1.756,6.85672520856346
"FC231176",2017-08-14 12:10:00,"Rangitaiki at SH5","NNN (g/m^3)",1.685,6.85672520856346
"FC231176",2017-09-11 11:30:00,"Rangitaiki at SH5","DRP (g/m^3)",0.012,7.35984
"FC231176",2017-09-11 11:30:00,"Rangitaiki at SH5","NNN (g/m^3)",1.578,7.35984
"FC231176",2017-09-11 11:30:00,"Rangitaiki at SH5","TN (g/m^3)",1.682,7.35984
"FC231176",2017-09-11 11:30:00,"Rangitaiki at SH5","TP (g/m^3)",0.042,7.35984
"FC231176",2017-10-12 10:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,5.92734139396563
"FC231176",2017-10-12 10:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.032,5.92734139396563
"FC231176",2017-10-12 10:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.758,5.92734139396563
"FC231176",2017-10-12 10:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.702,5.92734139396563
"FC231176",2017-11-27 12:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.013,4.05398546434833
"FC231176",2017-11-27 12:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.041,4.05398546434833
"FC231176",2017-11-27 12:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.767,4.05398546434833
"FC231176",2017-11-27 12:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.732,4.05398546434833
"FC231176",2017-12-11 11:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.837,3.6908375
"FC231176",2017-12-11 11:25:00,"Rangitaiki at SH5","TP (g/m^3)",0.044,3.6908375
"FC231176",2017-12-11 11:25:00,"Rangitaiki at SH5","NNN (g/m^3)",1.833,3.6908375
"FC231176",2017-12-11 11:25:00,"Rangitaiki at SH5","DRP (g/m^3)",0.011,3.6908375
"FC231176",2018-01-09 10:20:00,"Rangitaiki at SH5","TN (g/m^3)",1.695,3.17077020776966
"FC231176",2018-01-09 10:20:00,"Rangitaiki at SH5","DRP (g/m^3)",0.019,3.17077020776966
"FC231176",2018-01-09 10:20:00,"Rangitaiki at SH5","NNN (g/m^3)",1.551,3.17077020776966
"FC231176",2018-01-09 10:20:00,"Rangitaiki at SH5","TP (g/m^3)",0.043,3.17077020776966
"FC231176",2018-02-08 10:25:00,"Rangitaiki at SH5","TN (g/m^3)",1.645,2.50995794668376
