"Site","LocationName","Time","Value","Quality","Approval","Qualifiers","Parameter","Unit"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:25:00,1.22873838041869,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:30:00,1.23360356799562,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:35:00,1.23435461742679,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:40:00,1.23360630895196,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:45:00,1.23360767943101,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:50:00,1.23360904991063,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 01:55:00,1.22874659092182,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:00:00,1.22874795934104,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:05:00,1.22389281960103,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:10:00,1.21904500806926,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:15:00,1.21680852943174,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:20:00,1.21271608576054,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:25:00,1.20491704080098,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:30:00,1.20009804473444,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:35:00,1.19787488371414,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:40:00,1.19048214718259,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:45:00,1.18347096781009,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:50:00,1.18200178675135,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 02:55:00,1.17574562362416,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:00:00,1.17023671154022,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:05:00,1.16620473968969,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:10:00,1.16144541341837,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:15:00,1.15596216757282,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:20:00,1.15048881503437,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:25:00,1.14648293506014,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:30:00,1.14248238161146,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:35:00,1.1399368281262,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:40:00,1.13304553166288,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:45:00,1.13014550199985,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:50:00,1.1272530083848,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 03:55:00,1.12147048382457,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:00:00,1.11966990281868,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:05:00,1.1146233411166,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:10:00,1.11318266639413,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:15:00,1.11066688359119,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:20:00,1.10958810368207,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:25:00,1.10599665822714,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:30:00,1.10169158790166,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:35:00,1.10025730800519,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:40:00,1.09810656792708,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:45:00,1.09560383249853,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:50:00,1.09560514240126,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 04:55:00,1.09095787655807,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:00:00,1.09024397276165,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:05:00,1.08917279751155,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:10:00,1.08846397991282,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:15:00,1.08632205911301,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:20:00,1.08347286419683,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:25:00,1.08097827120295,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:30:00,1.08097957441462,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:35:00,1.07849179654889,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:40:00,1.07706910656352,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:45:00,1.07600288399322,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:50:00,1.07635998158674,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 05:55:00,1.07245459812078,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:00:00,1.07245589740708,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:05:00,1.07139141788892,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:10:00,1.07032734123179,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:15:00,1.06678490958547,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:20:00,1.06714083845297,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:25:00,1.06324824979179,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:30:00,1.06502091317149,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:35:00,1.06325083984197,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:40:00,1.0625439015156,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:45:00,1.05865771830366,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:50:00,1.05865901119501,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 06:55:00,1.05866030408696,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:00:00,1.05689426863548,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:05:00,1.05689556070574,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:10:00,1.05478212789984,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:15:00,1.05301856178882,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:20:00,1.05407863172249,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:25:00,1.05266830570162,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:30:00,1.04985310137071,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:35:00,1.04950195829701,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:40:00,1.04950324691608,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:45:00,1.04915214844145,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:50:00,1.04950582415601,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 07:55:00,1.04739346474582,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:00:00,1.04493545040861,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:05:00,1.04458493507824,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:10:00,1.04423446456126,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:15:00,1.04669442548808,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:20:00,1.04494059633065,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:25:00,1.04459008034243,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:30:00,1.04248149897515,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:35:00,1.04037910309155,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:40:00,1.04038038743068,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:45:00,1.04038167177041,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:50:00,1.04038295611074,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 08:55:00,1.04038424045168,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:00:00,1.03862989135888,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:05:00,1.03898221133266,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:10:00,1.03583034699667,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:15:00,1.03583162919309,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:20:00,1.03583291139012,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:25:00,1.03583419358775,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:30:00,1.03583547578599,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:35:00,1.03128662993963,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:40:00,1.0312879099899,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:45:00,1.03058914808194,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:50:00,1.02884111468142,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 09:55:00,1.03094170619158,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:00:00,1.02675052855938,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:05:00,1.0284997657661,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:10:00,1.02780172448848,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:15:00,1.0267543622668,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:20:00,1.0250088115847,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:25:00,1.02431620886733,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:30:00,1.02361925115374,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:35:00,1.02257351559947,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:40:00,1.02222587810152,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:45:00,1.02362308040174,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:50:00,1.02222842960819,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 10:55:00,1.02222970536243,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:00:00,1.0215332890886,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:05:00,1.02118578640486,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:10:00,1.01770629921695,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:15:00,1.01770757281767,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:20:00,1.01770884641898,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:25:00,1.01771012002091,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:30:00,1.01771139362345,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:35:00,1.01771266722659,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:40:00,1.01771394083034,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:45:00,1.01632236474388,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:50:00,1.01354463459856,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 11:55:00,1.0173694807456,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:00:00,1.01319944154223,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:05:00,1.01424405874233,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:10:00,1.01424533069025,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:15:00,1.01389877492359,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:20:00,1.00903974048548,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:25:00,1.00765269793643,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:30:00,1.00730700237866,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:35:00,1.00869640224,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:40:00,1.00557990210139,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:45:00,1.00731080825785,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:50:00,1.00523574535275,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 12:55:00,1.0021188309251,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:00:00,1.00419847594722,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:05:00,1.00385323248871,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:10:00,0.999012627175991,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:15:00,1.00178215431848,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:20:00,1.00178342028829,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:25:00,1.00420481161597,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:30:00,1.00109361196062,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:35:00,0.998327339565333,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:40:00,0.999712008618301,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:45:00,0.996606125582477,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:50:00,0.99660738905577,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 13:55:00,0.995917678195637,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:00:00,0.995228149301097,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:05:00,0.993848375388844,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:10:00,0.995230674916324,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:15:00,0.995231937724852,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:20:00,0.994542589825745,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:25:00,0.993853423952043,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:30:00,0.991444103402964,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:35:00,0.990066331809003,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:40:00,0.990757017306232,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:45:00,0.990068852424593,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:50:00,0.99075953859174,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 14:55:00,0.986287268600507,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:00:00,0.986288527072714,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:05:00,0.986978207332813,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:10:00,0.986291044018961,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:15:00,0.985604063091625,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:20:00,0.984917264581039,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:25:00,0.983547422727764,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:30:00,0.982173844932248,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:35:00,0.980800998747359,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:40:00,0.981832763317325,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:45:00,0.980460098901357,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:50:00,0.978749440586788,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 15:55:00,0.978064466537076,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:00:00,0.976693812925377,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:05:00,0.975666616784788,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:10:00,0.974644282063753,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:15:00,0.976697574307887,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:20:00,0.974984971766216,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:25:00,0.976700081899293,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:30:00,0.971567647973614,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:35:00,0.971568899255516,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:40:00,0.972939312882889,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:45:00,0.972940564837664,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:50:00,0.971914875144874,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 16:55:00,0.96850041050981,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:00:00,0.970211167252833,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:05:00,0.968502910060684,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:10:00,0.968504159837044,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:15:00,0.967480255438337,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:20:00,0.96645676379696,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:25:00,0.968507909169809,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:30:00,0.965098015417885,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:35:00,0.966119021263954,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:40:00,0.964076732751175,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:45:00,0.964077980347976,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:50:00,0.964079227945393,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 17:55:00,0.963057109273536,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 18:00:00,0.962717326152082,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 18:05:00,0.961018537338242,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 18:10:00,0.959657040050733,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 18:15:00,0.95965828546498,"500","Approved","","Discharge","m^3/s"
"MK307635","Nukuhou at Glenholme Rd",2023-01-20 18:20:00,0.959659530879843,"500","Approved","","Discharge","m^3/s"
