"Site","LocationName","Time","Value","Quality","Approval","Qualifiers","Parameter","Unit","Sample_Number","Project_Id","LowerDetectionLimit","UpperDetectionLimit","Method","CollectionMethod","Lab","Error","Comment","ACTION","Samp_Comment","Cloud_Cover","Num_Swimmers","Tide_Cycle","Tide","Wind_Direction","Wind_Speed","Weather_Today","Weather_Yest","Surface_Cond","Bore_Type","Bore_Number","Bore_Collect_Method","Bore_Sampled_From","Bore_Pump_Rate","Bore_Pump_Duration","Bore_Protocol","Bore_Probe","Odour"
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-01-20 07:53:00,0.117,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-02-17 07:40:00,0.115,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-03-18 08:55:00,0.111,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-04-14 08:30:00,0.123,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-05-19 08:15:00,0.124,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-06-16 08:25:00,0.054000001,"200","Validated","Labstar - Legacy Data","TN (g/m^3)","g/m^3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-07-21 09:35:00,0.094,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0067-1","15/0067",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,"<p>No visible algae, actual site depth 70.4m, cloud cover 1</p> ",NA,0,NA,NA,"SW","GENTLE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-08-18 08:55:00,0.108,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0218-1","15/0218",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-09-15,0.106,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0345-1","15/0345",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","LIGHT","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-10-20,0.095,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0509-1","15/0509",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-11-17 08:20:00,0.101,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0685-1","15/0685",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2015-12-15 08:45:00,0.103,"200","Validated","Routine","TN (g/m^3)","g/m^3","15/0899-1","15/0899",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","LIGHT","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-01-20 07:35:00,0.105,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0108-1","16/0108",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"W","LIGHT","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-02-16 08:35:00,0.103,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0360-1","16/0360",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-03-15 07:40:00,0.103,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0537-1","16/0537",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","GENTLE","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-04-18 08:50:00,0.105,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0729-1","16/0729",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"W","GENTLE","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-05-17 08:55:00,0.103,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0856-1","16/0856",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","LIGHT","PARTLY_CLOUDY",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-06-14 08:45:00,0.1114,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/0991-1","16/0991",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-07-19 09:30:00,0.091,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/1159-1","16/1159",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,"<p>No. of CTD casts 1</p> ",NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-08-16 08:55:00,0.111,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/1316-1","16/1316",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-09-19 09:10:00,0.105,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/1470-1","16/1470",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,"<p>patchy cloud for CTD. done at 0940.</p> ",NA,0,NA,NA,"NW","GENTLE","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-10-18 08:05:00,0.095,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/1630-1","16/1630",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"W","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-11-15 07:00:00,0.102,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/1777-1","16/1777",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"N","MODERATE","SHOWERS",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2016-12-12 08:00:00,0.101,"200","Validated","Routine","TN (g/m^3)","g/m^3","16/2005-1","16/2005",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","GENTLE","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-01-17 08:25:00,0.133,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/0071-1","17/0071",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-02-14 07:50:00,0.109,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/0279-1","17/0279",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-03-14 08:05:00,0.094,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/0494-1","17/0494",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-04-18 09:00:00,0.099,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/0719-1","17/0719",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","GENTLE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-05-16 08:45:00,0.103,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/0867-1","17/0867",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-06-20 08:40:00,0.105,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1055-1","17/1055",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","GENTLE","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-07-18 09:15:00,0.097,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1182-1","17/1182",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"N","LIGHT","SHOWERS",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-08-15 08:45:00,0.092,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1333-1","17/1333",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","GENTLE","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-09-19 08:57:00,0.102,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1546-1","17/1546",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","GENTLE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-10-17 07:35:00,0.108,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1711-1","17/1711",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","GENTLE","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-11-13 07:40:00,0.096,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/1899-1","17/1899",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","GENTLE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2017-12-12 07:35:00,0.108,"200","Validated","Routine","TN (g/m^3)","g/m^3","17/2146-1","17/2146",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-01-16,0.108,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/0092-1","18/0092",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NE","LIGHT","SHOWERS",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-02-21 07:30:00,0.106,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/0400-1","18/0400",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","GENTLE","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-03-20 07:40:00,0.095,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/0620-1","18/0620",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NE","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-04-17 09:00:00,0.107,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/0797-1","18/0797",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-05-15,0.094,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/0954-1","18/0954",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-06-19 08:45:00,0.085,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/1144-1","18/1144",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","LIGHT","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-07-17 08:35:00,0.094,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/1275-1","18/1275",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"W","GENTLE","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-08-21 09:05:00,0.084,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/1475-1","18/1475",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","GENTLE","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-09-18 08:55:00,0.107,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/1635-1","18/1635",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-10-16 07:45:00,0.15,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/1780-1","18/1780",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-11-20,0.138,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/2032-1","18/2032",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2018-12-11 07:40:00,0.121,"200","Validated","Routine","TN (g/m^3)","g/m^3","18/2232-1","18/2232",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"N","LIGHT","SHOWERS",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-01-15 07:45:00,0.11,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/0056-1","19/0056",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NE","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-02-19 07:30:00,0.124,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/0368-1","19/0368",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","GENTLE","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-03-19 08:15:00,0.1567,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/0572-1","19/0572",0.00999999977648258,NA,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"N","LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-04-15 09:00:00,0.1289,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/0749-1","19/0749",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","MODERATE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-05-14,0.1129,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/0885-1","19/0885",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-06-18,0.1,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/1078-1","19/1078",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-07-16 08:35:00,0.16,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/1222-1","19/1222",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","MODERATE","RAIN",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-09-18 08:55:00,0.113,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/1603-1","19/1603",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SE","GENTLE","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-10-17 08:30:00,0.093,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/1740-1","19/1740",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","MODERATE","PARTLY_CLOUDY",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-11-19 07:40:00,0.125,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/1988-1","19/1988",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"S","LIGHT","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2019-12-10 07:25:00,0.119,"200","Validated","Routine","TN (g/m^3)","g/m^3","19/2180-1","19/2180",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,"NONE","SE","MODERATE","FINE",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-01-21 07:45:00,0.101,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/0113-1","20/0113",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"N","LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-02-18,0.0941,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/0352-1","20/0352",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-06-16 08:30:00,0.1143,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/1017-1","20/1017",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-08-18 08:40:00,0.1139,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/1402-1","20/1402",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"E","LIGHT","OVERCAST",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-09-15 08:50:00,0.0887,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/1584-1","20/1584",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"SW","GENTLE","SHOWERS",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-10-13 07:35:00,0.135,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/1750-1","20/1750",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","GENTLE","RAIN",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-11-17 07:15:00,0.105,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/2059-1","20/2059",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2020-12-15 07:50:00,0.101,"200","Validated","Routine","TN (g/m^3)","g/m^3","20/2352-1","20/2352",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","FINE",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2021-01-19 07:35:00,0.107,"400","Validated","Routine","TN (g/m^3)","g/m^3","21/0098-1","21/0098",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,"NW","GENTLE","PARTLY_CLOUDY",NA,"CALM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2021-02-16 08:50:00,0.112,"600","Validated","Routine","TN (g/m^3)","g/m^3","21/0364-1","21/0364",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,"<p>Only 1 secchi cast at each site</p> ",NA,0,NA,NA,"SE","LIGHT","RAIN",NA,"CHOPPY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2021-03-16,0.122,"400","Validated","Routine","TN (g/m^3)","g/m^3","21/0655-1","21/0655",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HL508168_INT","Lake Rotoma at Site 1 (Integrated)",2021-04-21 08:30:00,0.1124,"600","Validated","Routine","TN (g/m^3)","g/m^3","21/0826-1","21/0826",0.00999999977648258,0,"APHA 4500-P J",NA,"BoPRC",NA,NA,NA,NA,NA,0,NA,NA,NA,"LIGHT","SHOWERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
